month_date_yyyymm,postal_code,zip_name,flag,median_listing_price,median_listing_price_mm,median_listing_price_yy,active_listing_count,active_listing_count_mm,active_listing_count_yy,median_days_on_market,median_days_on_market_mm,median_days_on_market_yy,new_listing_count,new_listing_count_mm,new_listing_count_yy,price_increased_count,price_increased_count_mm,price_increased_count_yy,price_reduced_count,price_reduced_count_mm,price_reduced_count_yy,pending_listing_count,pending_listing_count_mm,pending_listing_count_yy,median_listing_price_per_square_foot,median_listing_price_per_square_foot_mm,median_listing_price_per_square_foot_yy,median_square_feet,median_square_feet_mm,median_square_feet_yy,average_listing_price,average_listing_price_mm,average_listing_price_yy,total_listing_count,total_listing_count_mm,total_listing_count_yy,pending_ratio,pending_ratio_mm,pending_ratio_yy
202106,37076,"hermitage, tn",,390000,0.0269,0.1405,37,0,-0.4714,15,0.666666667,-0.444444444,40,-0.3333,-0.2308,0,-1,,12,2,-0.5,34,-0.2444,-0.4603,195.6609538,0.0281,0.2528,2201.5,0.1249,0.014,395245.7131,0.0084,0.137,71,-0.1341,-0.4662,0.918918919,-0.2973,0.0189
202106,16947,"troy, pa",*,199450,0.1397,0.2088,28,-0.0667,0.12,239,0.101382488,,4,0,-0.5,0,,,0,,,12,0.0909,1.4,89.13962166,0.1279,0.1119,2042,-0.0386,0.1622,263353.2808,0.011,0.3426,40,-0.0244,0.3333,0.428571429,0.0619,0.2286
202106,33154,"miami beach, fl",*,1110450,0.2005,,357,-0.1163,,99,0.020618557,,92,0.4375,-0.0417,20,-0.5,1.5,24,-0.1429,-0.6471,186,0.0391,4.4706,703.0534351,0.0695,0.3307,1513.5,0.009,0.0338,2804238.357,0.0859,0.3939,543,-0.0686,-0.232,0.521008403,0.0779,0.4705
202106,60611,"chicago, il",,504950,0.0099,-0.1952,909,-0.0706,0.2284,68,0.046153846,-0.055555556,256,-0.1351,-0.0303,0,-1,,132,-0.25,0.1786,203,-0.0333,1.0928,378.6486486,0.0122,-0.0844,1300,0.018,-0.0893,955169.6287,0.0444,-0.0615,1112,-0.064,0.3286,0.223322332,0.0086,0.0922
202106,33896,"davenport, fl",*,347950,0.0547,,50,-0.2958,,44.5,-0.232758621,,64,0.0667,-0.2727,12,0,0,8,0,-0.8667,185,-0.0609,0.4683,164.5605696,0.0451,0.1683,1909,0.0037,-0.0796,380487.944,0.0668,0.1433,235,-0.1231,-0.4598,3.7,0.9254,3.2922
202106,28311,"fayetteville, nc",*,217350,0.0109,0.0233,37,0.6087,-0.3934,26,-0.365853659,,56,0.2727,0.1667,0,,,0,-1,-1,132,0.0476,0.056,106.8108652,0.0411,0.1116,1950,0.0345,-0.0573,222473.9907,-0.0561,0.0435,169,0.1342,-0.0914,3.567567568,-1.9107,1.5184
202106,57032,"harrisburg, sd",,285000,0.0364,0.097,59,0.0926,-0.2532,36,0,-0.064935065,24,0.5,0.2,0,-1,,0,,-1,0,,,163.5109562,0.009,-0.0224,1765,0.0256,0.1171,318820.9604,0.0099,-0.1153,59,0.0926,-0.2532,0,0,0
202106,19146,"philadelphia, pa",,424825,-0.0557,-0.0443,229,0.0457,-0.1965,40,0.052631579,0.126760563,120,-0.1429,-0.3023,4,0,,124,0.1923,0.1923,258,-0.0719,3.4483,306.3524853,-0.0143,0.1866,1365,-0.025,-0.0885,521568.8107,-0.0557,0.0415,487,-0.0201,0.4198,1.126637555,-0.1428,0.9231
202106,59105,"billings, mt",,337450,-0.0999,0.164,23,0.2105,-0.5965,15.5,0.033333333,-0.5,40,0.4286,0,0,,,0,,-1,102,0.275,-0.1282,164.499453,-0.024,0.3081,2252,-0.038,-0.0421,421577.9891,-0.024,0.3719,125,0.2626,-0.2816,4.434782609,0.2243,2.3822
202106,92014,"del mar, ca",*,3795000,-0.0501,,66,-0.0294,-0.1538,257.5,0.170454545,,16,-0.3333,-0.4286,0,,,4,-0.5,-0.8,45,-0.1346,0.4063,1126.554953,-0.038,0.1243,3053,-0.0265,0.2553,5718046.81,-0.0377,0.5467,111,-0.075,0.0091,0.681818182,-0.0829,0.2716
202106,90094,"playa vista, ca",,1674500,0.0148,-0.055,49,-0.0755,-0.2097,107.5,0.235632184,0.14973262,20,0,0.25,0,-1,,4,-0.5,-0.6667,37,-0.0976,0.6087,818.4357542,0.0335,0.0133,1914.5,-0.0029,-0.0961,1724003.167,-0.0296,-0.07,86,-0.0851,0.0118,0.755102041,-0.0185,0.3841
202106,15139,"oakmont, pa",,587400,-0.0949,0.2368,17,0.1333,-0.4333,37,-0.478873239,-0.586592179,12,0.5,0.5,0,,,4,0,0,25,0.0417,0.1905,179.4147199,0.0256,0.0511,2449,-0.022,0.0781,651875.9194,-0.0621,0.2696,42,0.0769,-0.1765,1.470588235,-0.1294,0.7706
202106,70510,"abbeville, la",,184500,-0.0289,0.1531,40,-0.0698,-0.4286,89.5,0.226027397,-0.214912281,8,-0.3333,-0.5,0,,,8,-0.3333,-0.3333,25,-0.1935,-0.2424,86.33093525,-0.0311,0.0008,1996,0.0184,0.1605,214605.4146,0.0066,-0.0176,65,-0.1216,-0.3689,0.625,-0.0959,0.1536
202106,33076,"pompano beach, fl",*,909450,0.0453,,74,0.1385,-0.7075,34,0.416666667,,68,-0.32,-0.2273,4,0,0,12,0,-0.8,162,-0.0241,0.2756,275.5658396,0.0294,0.2603,3231.5,0.0401,0.0321,1205199.949,0.035,0.3775,236,0.0216,-0.3789,2.189189189,-0.3647,1.6872
202106,85209,"mesa, az",,400000,0.0003,0.2598,28,0.037,-0.2821,26,-0.1875,-0.428571429,52,-0.0714,0.0833,0,,,12,2,0.5,75,-0.1573,-0.3534,223.0736665,0.0569,0.1868,1891.5,0.0285,0.1113,430714.9425,0.0367,0.2871,103,-0.1121,-0.3355,2.678571429,-0.6177,-0.2958
202106,73107,"oklahoma city, ok",,229950,0.0157,-0.0356,34,0.2143,0.1333,34.5,0.112903226,-0.092105263,40,0.4286,1,0,,,20,0,0.25,52,0.1064,,139.584996,0.0111,0.0737,1570.5,-0.0245,-0.0951,245741.1964,-0.0197,0.0476,86,0.1467,1.8667,1.529411765,-0.1492,1.5294
202106,99603,"homer, ak",*,449000,-0.1835,0.2577,44,0.4194,-0.3714,51,0.545454545,,24,0.5,0.5,0,,,16,3,1,0,,,240.7750706,-0.057,0.2133,1904,-0.082,0.1197,511222.6318,-0.1657,-0.0155,44,0.4194,-0.3714,0,0,0
202106,90025,"los angeles, ca",,967000,-0.0232,-0.1584,91,-0.0421,0.1519,58,0.074074074,-0.086614173,44,-0.0833,0.2222,0,,,16,0,0.3333,83,0.0921,0.9762,687.804878,0.0027,0.0054,1474,-0.0341,-0.1037,1125607.375,-0.0743,-0.1237,174,0.0175,0.438,0.912087912,0.1121,0.3804
202106,10522,"dobbs ferry, ny",,829500,-0.024,0.1489,52,-0.0189,-0.2353,159.5,0.181481481,1.058064516,16,0.3333,-0.2,0,,,8,,1,11,0,-0.0833,408.7453822,-0.0091,0.0583,2040,-0.0145,0.0308,1039058.945,-0.0542,0.1049,63,-0.0156,-0.2125,0.211538462,0.004,0.0351
202106,95969,"paradise, ca",,469500,0.1453,-0.1448,19,0.4615,-0.24,30.5,-0.217948718,-0.273809524,16,0.3333,1,0,,,8,,-0.3333,13,-0.4348,-0.1333,257.5683913,0.0592,0.1415,2266.5,0.3262,-0.0912,533739.8571,0.2051,-0.0788,32,-0.1111,-0.2,0.684210526,-1.085,0.0842
202106,28774,"sapphire, nc",*,799000,-0.0589,0.5861,48,0.3714,-0.6981,35,-0.222222222,,24,-0.1429,-0.25,0,-1,,16,3,-0.4286,34,-0.1905,-0.32,0,,,0,,,1157537.399,0.0891,0.5379,82,0.0649,-0.6077,0.708333333,-0.4917,0.3939
202106,23229,"henrico, va",,457000,-0.0379,0.0167,25,0.1905,-0.3243,27,0.125,-0.217391304,48,-0.0769,0.3333,0,,,4,,-0.75,71,-0.1013,-0.0658,214.3082612,0.0403,0.2446,2330,-0.0218,-0.1345,734449.3096,0.109,0.2186,96,-0.04,-0.1504,2.84,-0.9219,0.7859
202106,60435,"joliet, il",*,192450,-0.0831,,46,0.3143,-0.3699,24.5,-0.02,-0.461538462,76,0.5833,0.2667,0,,,4,-0.5,-0.75,109,0.0686,-0.0763,133.3962264,0.0261,0.0906,1284,-0.1301,-0.0168,209624.8613,0.0353,0.222,155,0.1314,-0.1885,2.369565217,-0.5447,0.7531
202106,83644,"middleton, id",,532990,0.0554,0.1847,35,0.25,-0.3137,25,0.041666667,-0.528301887,44,0.375,0.8333,0,-1,,12,0.5,0.5,135,0.0976,0.9014,252.1133475,0.0267,0.3236,2204,0.0357,-0.1282,726325.8212,0.1113,0.4539,170,0.1258,0.3934,3.857142857,-0.5357,2.465
202106,43302,"marion, oh",*,170000,-0.0806,,47,0.0682,-0.254,17.5,-0.166666667,,40,0,0.1111,0,,,4,-0.5,-0.75,69,-0.0143,-0.0417,107.7268118,0.0368,0.7439,1616,-0.023,0.1778,183360.0184,0.0375,0.4408,116,0.0175,-0.1407,1.468085106,-0.1228,0.3252
202106,98270,"marysville, wa",,571500,0.0117,0.1784,28,0.2727,-0.6,13,-0.5,-0.638888889,72,0.3846,0.0588,0,,,0,,-1,81,0.35,-0.3955,300.7018554,0.0848,0.3469,1847.5,-0.0442,-0.1726,585638.6023,0.0236,0.1597,109,0.3293,-0.4657,2.892857143,0.1656,0.9786
202106,55992,"zumbrota, mn",*,329900,0.1,0.2693,13,-0.1333,-0.5357,507,6.455882353,,4,-0.5,-0.5,0,,,0,-1,-1,19,0,-0.0952,147.5044917,-0.0474,0.1652,2285,0.2751,0.1599,324831.0924,0.1011,0.1935,32,-0.0588,-0.3469,1.461538462,0.1949,0.7115
202106,89118,"las vegas, nv",,454495,0.01,0.5031,66,0.0645,-0.4762,35,0.296296296,-0.435483871,32,-0.3333,-0.1111,0,,-1,16,1,-0.6,0,,,232.8099621,0.0257,0.3574,2132,-0.034,0.2813,857282.5718,-0.0188,0.8547,66,0.0645,-0.4762,0,0,0
202106,84124,"salt lake city, ut",,777500,-0.028,0.2442,19,-0.0952,-0.6481,25.5,0.59375,-0.177419355,20,-0.1667,-0.4444,0,,,4,-0.75,-0.8,29,-0.0938,-0.4314,303.7327273,0.0662,0.3862,2753,-0.1424,-0.0636,1136866.513,-0.0226,0.0734,48,-0.0943,-0.5429,1.526315789,0.0025,0.5819
202106,37341,"harrison, tn",*,394850,-0.0599,0.0137,13,0.1818,-0.675,25.5,-0.291666667,,12,-0.25,-0.25,0,-1,,4,,0,38,-0.0256,-0.1739,156.1892017,-0.1096,-0.0419,2431,-0.0276,-0.02,429616,-0.3238,-0.169,51,0.02,-0.407,2.923076923,-0.6224,1.7731
202106,30265,"newnan, ga",*,349700,-0.0006,,66,0.1,,32,-0.058823529,,72,0.2,-0.1818,4,-0.6667,-0.5,12,0.5,-0.7692,157,0.0064,-0.0188,148.0168284,0.0413,0.2933,2265.5,-0.0046,-0.1529,430963.3024,-0.0501,0.0116,223,0.0324,-0.3573,2.378787879,-0.2212,1.5232
202106,7010,"cliffside park, nj",*,615000,0.0085,-0.0596,175,0.1589,0.2774,47,-0.203389831,,56,0,-0.125,0,,,20,-0.1667,0,3,2,0.5,0,,,0,,,755949.7901,-0.07,-0.0178,178,0.1711,0.2806,0.017142857,0.0105,0.0025
202106,7403,"bloomingdale, nj",*,371950,-0.0209,-0.0067,27,0.125,,21,-0.222222222,0.166666667,20,0.6667,-0.5,0,,,0,-1,,11,0.1,,0,,,0,,,419281.4697,0.0436,-0.1693,38,0.1176,-0.1915,0.407407407,-0.0093,0.4074
202106,28374,"pinehurst, nc",*,422000,-0.062,,44,0.0476,,45,0.125,,40,-0.1667,-0.0909,4,0,0,4,-0.5,-0.9091,138,-0.0676,-0.0213,153.3306662,0.0025,0.2579,1787.5,0.8816,-0.0833,662564.006,-0.0308,0.2334,182,-0.0421,-0.4277,3.136363636,-0.3874,2.3398
202106,48855,"howell, mi",,329450,-0.0694,0.0631,30,0.875,-0.4231,15,0.5,-0.758064516,36,0.125,0.8,0,,,8,1,-0.5,9,0.8,0.125,181.23252,-0.0482,0.106,1785,-0.0434,-0.0698,409352.7342,-0.1052,0.168,39,0.8571,-0.35,0.3,-0.0125,0.1462
202106,49969,"watersmeet, mi",*,595000,0.3678,,14,-0.125,,136,-0.316582915,,4,-0.5,-0.5,0,,,0,,-1,9,-0.1,0,209.0577859,0.0764,0.1272,2188,0.4153,0.4245,936686.6333,0.092,0.8123,23,-0.1154,-0.6349,0.642857143,0.0179,0.4762
202106,92648,"huntington beach, ca",,1309999.5,-0.1261,-0.0623,54,0.102,-0.4857,26.5,-0.302631579,-0.504672897,60,0.5,0.6667,4,0,,4,-0.5,-0.9,68,0.0625,0.2364,668.1178835,-0.0756,0.1112,2133,-0.1,-0.1599,1556545.296,-0.1019,0.0064,122,0.0796,-0.2375,1.259259259,-0.0469,0.7354
202106,37042,"clarksville, tn",*,262900,0.031,0.0956,112,0.6471,-0.3212,7,0.166666667,,204,0.3784,0.7586,4,-0.6667,-0.6667,20,4,0.6667,333,0.0215,0.1809,148.9298757,0.0789,0.191,1816.5,-0.0539,-0.0933,269133.5112,0.0086,0.0584,445,0.1294,-0.0045,2.973214286,-1.8209,1.2641
202106,31201,"macon, ga",*,142500,-0.139,0.4984,27,-0.1,,64.5,-0.298913043,-0.25,4,-0.5,-0.6667,0,,,0,-1,-1,33,0.0313,3.125,111.2923219,0.2465,1.3202,1419.5,-0.0136,-0.1472,178072.4167,-0.0824,0.2571,60,-0.0323,0.2,1.222222222,0.1556,1.0317
202106,77365,"porter, tx",,294382.5,0.0907,0.0169,72,0.1429,-0.662,33,-0.326530612,-0.435897436,68,0,-0.2917,32,0,0,12,0.5,-0.8125,162,-0.2535,0.0125,136.8971249,0.0067,0.1527,2351.5,0.0958,-0.0975,385679.6261,0.0677,0.1723,234,-0.1643,-0.3727,2.25,-1.1944,1.4988
202106,98612,"cathlamet, wa",,429000,0.0337,-0.0674,14,0,0.5556,38.5,0.425925926,-0.688259109,4,-0.6667,,0,,,4,0,,12,0.0909,2,225.3521127,-0.0116,0.305,2200,0.0816,-0.2075,470046.6333,-0.0037,-0.1695,26,0.04,1,0.857142857,0.0714,0.4127
202106,1949,"middleton, ma",,874995,0,0.2681,13,0.625,-0.4091,15.5,-0.261904762,-0.367346939,20,4,0.6667,0,,,0,,-1,3,0,-0.25,308.750068,0.1172,0.072,2753,-0.0424,0.054,1180041.786,0.1965,0.543,16,0.4545,-0.3846,0.230769231,-0.1442,0.049
202106,12093,"jefferson, ny",,212500,0.0625,0.1243,14,0.1667,-0.4167,117,-0.0859375,-0.195876289,0,-1,-1,0,,,4,,,4,-0.2,-0.5556,113.5752688,0.116,-0.05,1616,-0.0288,-0.0654,252916.4821,0.0351,0.1248,18,0.0588,-0.4545,0.285714286,-0.131,-0.0893
202106,60025,"glenview, il",,500000,-0.0548,-0.1304,137,0.1513,-0.4648,28,-0.034482759,-0.445544554,104,0.1304,-0.1034,0,,,44,0.375,-0.3125,147,-0.1198,0.0809,217.1848079,-0.0443,-0.0372,1746,-0.1155,-0.1774,691233.2416,-0.0389,-0.044,284,-0.007,-0.2755,1.072992701,-0.3304,0.5417
202106,46250,"indianapolis, in",*,290000,-0.2562,,14,1.3333,-0.5625,17,-0.527777778,-0.663366337,24,0.2,0,0,,,0,,-1,38,0.1875,-0.1364,122.3337226,-0.0414,0.08,2064,-0.2373,-0.4599,379864.8816,-0.3269,-0.2238,52,0.3684,-0.3158,2.714285714,-2.619,1.3393
202106,78609,"buchanan dam, tx",,775000,0.1414,0.6569,15,-0.0625,0.1538,55,0.617647059,-0.497716895,8,0,,0,,,0,,-1,11,0.8333,-0.1538,310,0.1186,0.2271,2450,-0.02,0.2956,1457392.292,0.2032,1.5169,26,0.1818,0,0.733333333,0.3583,-0.2667
202106,4947,"kingfield, me",*,468000,0.1143,,19,0,-0.4412,84.5,0.508928571,-0.231818182,4,-0.5,0,0,,,0,,,6,2,-0.1429,184.5703125,0.0775,0.0081,2000,0,-0.1304,476906.3636,-0.0147,0.2223,25,0.1905,-0.3902,0.315789474,0.2105,0.1099
202106,60623,"chicago, il",,213500,0.0729,0.6113,16,0,-0.1579,28.5,-0.25,-0.5,12,-0.5,2,0,,,4,,0,25,0.1364,0.7857,128.4152924,-0.0754,1.0245,1484,0.1242,0.0392,230007.9401,0.0425,0.6608,41,0.0789,0.2424,1.5625,0.1875,0.8257
202106,4457,"lincoln, me",*,175000,0,,20,0.1765,-0.4118,26,0.04,-0.777777778,12,-0.5,0.5,0,,,8,1,0,10,-0.0909,0.4286,103.6324786,-0.0434,0.0493,1650,0.0248,0.375,225159.7311,-0.0633,0.7193,30,0.0714,-0.2683,0.5,-0.1471,0.2941
202106,96001,"redding, ca",*,434500,0.0105,0.037,71,0.1833,,19,-0.208333333,,64,-0.0588,0.3333,0,-1,-1,20,0,-0.2857,12,0.0909,0.7143,227.5049116,-0.0169,0.1075,2008,-0.0229,0.006,499991.1646,-0.0836,0.1418,83,0.169,-0.2783,0.169014085,-0.0143,0.1042
202106,54311,"green bay, wi",*,374950,0.1366,0.1452,32,0.0323,,41.5,0.482142857,-0.271929825,32,0,-0.2,0,,,8,1,1,86,0,-0.0652,158.7699176,0.0453,-0.0671,2342,0.2047,0.1402,391599.3333,0.0019,0.0636,118,0.0085,-0.2976,2.6875,-0.0867,1.477
202106,30318,"atlanta, ga",,399000,-0.05,0.319,231,0.1268,-0.45,31.5,0.05,-0.382352941,212,0.1522,0.06,4,0,-0.5,60,0.1538,-0.625,349,-0.0668,0.1672,227.0194805,-0.0287,0.2519,1302.5,0.0035,-0.0423,456405.5951,-0.028,0.1861,580,0.0017,-0.1933,1.510822511,-0.3136,0.7989
202106,29697,"williamston, sc",,382003,0.5923,0.1076,20,-0.0909,-0.5833,71.5,0.401960784,-0.672768879,12,-0.25,0,0,,,8,1,,43,-0.0851,-0.1224,0,,,0,,,395267.2652,0.0869,0.0387,63,-0.087,-0.3505,2.15,0.0136,1.1292
202106,95383,"twain harte, ca",,474850,-0.0407,0.1582,32,0.0667,-0.3469,40.5,0.446428571,-0.228571429,24,-0.25,-0.1429,0,,,16,1,0,39,0.3448,0.2581,255.1295051,-0.0306,0.2282,2055,0.0224,0.0366,495933.5865,-0.0461,0.1434,71,0.2034,-0.1125,1.21875,0.2521,0.5861
202106,86426,"fort mohave, az",*,364900,0.0608,,22,0.1579,,39.5,-0.102272727,,24,1,0.2,0,-1,,0,-1,-1,94,-0.0874,0.4242,201.6850828,0.0446,0.2534,1769.5,-0.0175,0.0109,375373.3246,0.0545,0.2018,116,-0.0492,-0.1145,4.272727273,-1.1483,3.2573
202106,75140,"grand saline, tx",,192450,0.0134,-0.0566,19,0.4615,-0.0952,35,-0.027777778,-0.270833333,16,3,3,0,,,4,0,-0.5,18,0.3846,-0.2174,139.9017206,-0.1006,0.4393,1621,0.0418,-0.1685,372359.0682,-0.1106,0.5795,37,0.4231,-0.1591,0.947368421,-0.0526,-0.1479
202106,65804,"springfield, mo",,321200,0.0888,0.0102,39,0.0263,-0.35,32.5,0.805555556,-0.133333333,40,-0.0909,0.1111,0,,,24,2,0.5,97,-0.0102,-0.0202,122.8104206,0.0051,0.1286,2251,0.0049,-0.1526,381998.508,0.0864,0.0931,136,0,-0.1447,2.487179487,-0.0918,0.8372
202106,84098,"park city, ut",*,1250000,0.1916,,285,0.0674,,63.5,-0.052238806,,160,0.3333,-0.1111,24,2,,52,0.8571,-0.35,666,0.0326,1.121,656.2471477,-0.1215,0.2994,2236,0.2611,0.0238,2219707.225,0.1025,0.3232,951,0.0428,-0.0374,2.336842105,-0.0789,1.871
202106,84028,"garden city, ut",,762000,0,0.6935,28,0.4,-0.3636,44.5,0.534482759,-0.676363636,16,1,1,0,,,0,-1,-1,26,-0.037,-0.0714,260.3382024,0.0132,0.6527,3177,-0.0016,0.1187,867520.9667,0.0368,0.6788,54,0.1489,-0.25,0.928571429,-0.4214,0.2922
202106,19565,"wernersville, pa",*,342900,-0.0341,0.0769,17,0.2143,,52.5,-0.759174312,-0.7265625,16,0.3333,1,0,-1,,4,,,28,0.4,27,129.5536357,-0.064,-0.0608,2460,0.0037,-0.0242,312155.8052,-0.0625,-0.3361,45,0.3235,1.25,1.647058824,0.2185,1.5944
202106,44311,"akron, oh",,57200,0.5092,0.4336,14,1,0.5556,14.5,-0.395833333,-0.76984127,12,0.5,2,0,,,0,,,7,-0.3,0.75,46.63557628,0.3751,0.317,1304.5,0.2641,0.0353,56698.21429,0.3204,0.1993,21,0.2353,0.6154,0.5,-0.9286,0.0556
202106,67226,"wichita, ks",*,370795,0.0595,,24,-0.1111,,43.5,0.144736842,,20,0,-0.4444,0,-1,,8,1,-0.3333,73,-0.0395,0,130.2388101,-0.0618,0.2223,2792,0.1049,0.0065,376149.5098,0.0267,0.1499,97,-0.0583,-0.3446,3.041666667,0.2269,2.0683
202106,73463,"wilson, ok",,115250,-0.1128,-0.1762,18,0.2857,0.5,56,0.333333333,-0.36,0,-1,,0,,,4,0,,6,0.2,-0.1429,88.26725427,-0.0916,0.0135,1436.5,-0.0827,-0.1838,181442.1053,0.0857,0.1147,24,0.2632,0.2632,0.333333333,-0.0238,-0.25
202106,30269,"peachtree city, ga",,465300,-0.0304,0.0605,66,0.1186,-0.5901,34,-0.128205128,-0.180722892,80,0.25,-0.0909,0,,,8,-0.6,-0.9091,104,-0.1034,-0.0796,168.7569538,0.0454,0.1523,2701,-0.0055,-0.075,701650.9633,-0.0558,0.4067,170,-0.0286,-0.3796,1.575757576,-0.3903,0.8739
202106,98023,"federal way, wa",,557500,0.0136,0.1837,20,-0.1304,-0.5238,29.5,0.053571429,0.134615385,52,0.0833,0.0833,0,,,4,0,-0.5,86,0.1622,0.3871,273.9726027,0.0048,0.081,2080,0.0196,0.0221,646515.774,-0.0074,0.1479,106,0.0928,0.0192,4.3,1.0826,2.8238
202106,6890,"southport, ct",*,1560000,0.1143,,19,-0.2083,,42.5,0.180555556,,8,-0.3333,-0.6,0,,,4,-0.5,0,12,,,430.209993,0.0007,0.1367,4052.5,0.0131,0.1301,4444021.233,0.1741,1.4602,31,0.2917,-0.5156,0.631578947,0.6316,0.6316
202106,12566,"pine bush, ny",,362449.5,0.0385,0.0359,92,0.122,-0.156,115.5,-0.708333333,0.490322581,24,0,-0.25,0,,,8,1,0,34,0.0625,0.1333,177.383592,-0.0064,0.0589,2179.5,0.0379,0.0005,419109.4138,0.0573,0.1264,126,0.1053,-0.0935,0.369565217,-0.0207,0.0943
202106,84005,"eagle mountain, ut",*,547182,-0.0051,,55,0.2791,-0.4149,8,1.666666667,-0.724137931,116,0.0741,0.381,8,0,-0.8947,16,0.3333,1,358,0.0499,-0.0529,173.0351713,0.0026,0.3378,3130,0.0077,0.0077,564318.8015,0.0492,0.4156,413,0.0755,-0.125,6.509090909,-1.4211,2.4878
202106,99004,"cheney, wa",,417500,0.0844,0.057,13,0.1818,-0.5938,32.5,-0.121621622,-0.084507042,24,0.2,-0.1429,0,,-1,0,-1,-1,55,-0.0833,-0.1129,210.1244076,-0.0213,0.2118,2269,0.1391,0.0058,724359.5652,0.3559,0.6362,68,-0.0423,-0.2766,4.230769231,-1.2238,2.2933
202106,92637,"laguna woods, ca",*,309000,0.03,,106,-0.1719,,56,0.217391304,,64,-0.1111,0,4,,,16,-0.5,-0.7143,231,0.0596,1.5385,286.4222002,0.0459,0.029,1040,-0.0161,-0.0161,321131.0187,0.0686,-0.0504,337,-0.026,0.1502,2.179245283,0.4761,1.7288
202106,62220,"belleville, il",,109000,0.6769,0.1237,43,0.303,-0.1042,41.5,-0.48125,-0.37593985,36,1.25,1.25,0,-1,,20,4,0.6667,47,-0.1897,-0.1296,68.52864583,0.0574,0.0184,1575,0.2162,0.0207,139123.0016,0.252,0.0764,90,-0.011,-0.1176,1.093023256,-0.6646,-0.032
202106,46975,"rochester, in",,179450,0.0379,0.3467,18,0.125,-0.3571,32.5,-0.277777778,-0.439655172,12,-0.25,0.5,0,,,0,-1,-1,15,-0.0625,0.3636,96.07529035,0.103,0.2797,1816,0.0318,0.135,258179.7778,-0.0567,0.4369,33,0.0313,-0.1538,0.833333333,-0.1667,0.4405
202106,89502,"reno, nv",,441000,0,0.4603,39,-0.0488,0.3,54.5,0.513888889,0.472972973,28,-0.2222,0.1667,4,,,4,0,-0.6667,54,0,0.1739,342.6792125,0.0071,0.554,1016,0,-0.1383,416053.7736,-0.0054,0.3399,93,-0.0211,0.2237,1.384615385,0.0675,-0.1487
202106,60642,"chicago, il",,494450,-0.0111,-0.2474,120,0.0345,-0.1045,29.5,0.092592593,-0.063492063,96,0,0,0,,,32,0,0.3333,88,-0.102,-0.0638,289.7339693,-0.028,0.0759,1275,0.0502,-0.0359,562815.5438,-0.0069,-0.1699,208,-0.028,-0.0877,0.733333333,-0.1115,0.0318
202106,53534,"edgerton, wi",,314900,-0.137,0.1455,17,-0.0556,-0.3704,39,0.114285714,-0.426470588,20,0.25,0.6667,0,,,4,0,,45,-0.0217,-0.1818,179.4492337,0.0688,0.2726,1548,-0.1937,-0.1818,318968.1818,-0.102,0.1617,62,-0.0313,-0.2439,2.647058824,0.0915,0.61
202106,28315,"aberdeen, nc",,303750,-0.1056,0.0702,18,0.5,-0.7465,38.5,0.069444444,-0.42962963,28,1.3333,-0.125,0,,-1,0,-1,-1,95,-0.2017,-0.1949,124.5712077,-0.0672,0.1008,2106,-0.0432,0.1769,335116.1833,-0.1147,0.1766,113,-0.1374,-0.4021,5.277777778,-4.6389,3.6158
202106,21236,"nottingham, md",*,285000,0,0.107,27,0.08,-0.4,31,-0.060606061,,48,0.3333,0.0909,0,,,12,0.5,-0.5,81,0.0385,4.7857,167.6523526,-0.0164,0.1179,1649,-0.0413,-0.0205,289272.0806,-0.0394,0.0665,108,0.0485,0.8305,3,-0.12,2.6889
202106,10573,"port chester, ny",,544500,0.0371,-0.1312,149,-0.0132,0.0276,114,0.036363636,0.470967742,36,-0.1818,-0.1,0,,,24,0.2,0.5,33,0,-0.0294,343.9347223,0.0473,-0.0299,1459,0.0246,-0.147,715328.7865,0.0251,-0.0735,182,-0.0109,0.0168,0.22147651,0.0029,-0.013
202106,53705,"madison, wi",,439900,0.0353,0.0172,18,0.2,-0.4375,24.5,-0.234375,-0.5,28,-0.125,-0.125,0,,,4,0,-0.6667,52,0.1818,0.1304,230.9574001,0.0531,0.1068,1923.5,-0.052,-0.0858,557370.7692,0.0033,0.0651,70,0.1864,-0.1026,2.888888889,-0.0444,1.4514
202106,1262,"stockbridge, ma",*,860000,-0.1357,0.6381,17,0,-0.5278,55.5,0.15625,,4,0,0,0,,,0,-1,-1,9,0,0.2857,317.1548986,-0.1096,0.27,2735,-0.047,0.284,1915663.419,-0.1187,0.8924,26,0,-0.3953,0.529411765,0,0.335
202106,80107,"elizabeth, co",,705770,-0.006,0.1782,24,0.4118,-0.6471,15,-0.464285714,-0.577464789,32,0.1429,0.1429,8,1,-0.3333,4,0,-0.875,46,0.0455,-0.3867,226.6246828,-0.0982,0.3041,3714,-0.0133,0.1047,1113780.278,-0.1282,0.4368,70,0.1475,-0.5105,1.916666667,-0.6716,0.8137
202106,19962,"magnolia, de",*,372450,0.0346,,15,0.25,,25.5,0.02,-0.536363636,20,0.25,0,0,,,4,,0,43,-0.0851,7.6,138.9382991,-0.0267,-0.0078,2170,0.1302,0.0858,331837.8676,-0.0286,0.0935,58,-0.0169,0.3182,2.866666667,-1.05,2.7385
202106,6437,"guilford, ct",*,769500,0.3154,,76,-0.3091,,42,0,,40,-0.2308,-0.1667,0,,,16,0,-0.3333,75,,,289.8903454,0.2157,0.5398,2404,0.0723,-0.0655,998853.8457,0.2032,0.4694,151,0.3727,-0.0793,0.986842105,0.9868,0.9868
